"Jahr";"Ebene";"kkname";"kkkoe";"kgname";"kgkoe";"ggfest";"dggfest";"gg";"dgg";"ggfr";"gg13";"gg14";"gg15";"ggzug";"gebu";"einwohn"
2016;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";18784;-2.13;18655;-2.80;10457;148;168;156;22;160;
2017;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";18431;-1.88;18352;-1.62;10283;148;154;167;20;174;
2018;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";17860;-3.10;17871;-2.62;10024;129;143;152;23;181;
2019;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";17436;-2.37;17438;-2.42;9823;123;138;147;23;209;
2020;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";17005;-2.47;17014;-2.43;9597;125;122;137;26;195;
2021;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Gladbeck";"1903118";16537;-2.75;16546;-2.75;9356;117;134;125;26;173;
2014;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";24399;;24377;;13558;209;242;231;13;259;
2015;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";24212;-0.77;24212;-0.68;13472;200;213;249;19;217;
2016;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";23875;-1.39;23710;-2.07;13220;172;205;205;20;289;
2017;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";23634;-1.01;23534;-0.74;13087;189;175;207;12;254;
2018;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";23199;-1.84;23214;-1.36;12905;179;190;180;22;265;
2019;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";22819;-1.64;22822;-1.69;12681;171;181;191;21;276;
2020;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";22384;-1.91;22393;-1.88;12462;149;172;184;30;281;
2021;"Kirchengemeinden";"Gladbeck-Bottrop-Dorsten";"19031";"KG Bottrop";"1903119";22018;-1.64;22020;-1.67;12247;167;147;173;33;288;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4659;;4645;;2536;48;46;71;14;65;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4589;-1.50;4589;-1.21;2509;39;50;44;20;47;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4568;-0.46;4542;-1.02;2490;42;39;48;24;50;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4520;-1.05;4504;-0.84;2469;40;43;38;23;49;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4462;-1.28;4462;-0.93;2450;39;43;45;24;67;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4402;-1.34;4399;-1.41;2422;33;40;42;25;66;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4322;-1.82;4323;-1.73;2372;36;30;41;29;58;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Beckum";"1903201";4263;-1.37;4254;-1.60;2324;37;37;30;30;60;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2923;;2914;;1561;45;28;36;1;33;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2934;0.38;2934;0.69;1572;31;45;29;2;37;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2965;1.06;2948;0.48;1573;31;34;44;2;33;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2849;-3.91;2839;-3.70;1522;28;33;33;1;45;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2873;0.84;2873;1.20;1538;25;30;35;1;44;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2794;-2.75;2792;-2.82;1499;23;25;29;3;34;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2735;-2.11;2734;-2.08;1470;15;25;27;6;26;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Ennigerloh";"1903203";2686;-1.79;2685;-1.79;1451;15;15;25;6;39;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4271;;4258;;2271;43;63;70;15;42;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4283;0.28;4283;0.59;2285;63;46;65;15;55;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4238;-1.05;4214;-1.61;2259;49;64;46;27;55;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4209;-0.68;4194;-0.47;2247;42;51;61;26;48;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4175;-0.81;4175;-0.45;2232;40;46;50;23;52;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";4099;-1.82;4097;-1.87;2200;31;44;48;24;55;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";3993;-2.59;3993;-2.54;2149;30;32;43;25;44;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Friedrichsdorf";"1903204";3860;-3.33;3858;-3.38;2095;39;30;33;27;45;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";22744;;22674;;12558;199;208;207;20;237;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";22298;-1.96;22298;-1.66;12350;171;202;214;24;205;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";21860;-1.96;21734;-2.53;12009;189;183;209;23;240;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";21489;-1.70;21414;-1.47;11849;188;197;188;24;192;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";21151;-1.57;21149;-1.24;11687;174;198;202;26;272;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";20607;-2.57;20596;-2.61;11434;156;181;194;26;253;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";20040;-2.75;20049;-2.66;11157;163;160;184;24;237;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Gütersloh";"1903205";19509;-2.65;19512;-2.68;10841;144;169;162;23;244;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3527;;3516;;1861;39;46;48;38;29;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3528;0.03;3528;0.34;1866;43;42;48;40;30;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3434;-2.66;3414;-3.23;1807;37;45;43;41;39;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3375;-1.72;3363;-1.49;1791;29;37;48;39;22;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3324;-1.51;3324;-1.16;1776;43;32;41;27;30;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3259;-1.96;3257;-2.02;1746;25;43;34;27;24;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3183;-2.33;3183;-2.27;1712;32;27;41;30;27;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Isselhorst";"1903207";3097;-2.70;3096;-2.73;1667;34;33;29;32;43;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2766;;2758;;1466;26;23;41;10;33;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2716;-1.81;2716;-1.52;1436;33;24;24;11;24;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2655;-2.25;2640;-2.80;1416;21;33;26;11;39;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2574;-3.05;2565;-2.84;1392;29;21;35;13;28;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2527;-1.83;2527;-1.48;1358;22;31;22;11;33;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2472;-2.18;2471;-2.22;1320;25;22;31;10;24;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2401;-2.87;2401;-2.83;1285;20;25;22;10;33;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Neubeckum";"1903208";2379;-0.92;2378;-0.96;1265;38;20;25;13;36;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";5175;;5159;;2760;57;68;74;2;62;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";5132;-0.83;5132;-0.52;2746;72;60;69;1;77;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";5060;-1.40;5031;-1.97;2691;45;71;60;1;48;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";4981;-1.56;4963;-1.35;2667;63;49;72;1;58;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";4891;-1.81;4891;-1.45;2647;57;62;48;1;74;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";4818;-1.49;4815;-1.55;2606;58;57;62;2;59;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";4740;-1.62;4741;-1.54;2573;55;59;58;3;71;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Oelde";"1903209";4678;-1.31;4671;-1.48;2520;42;55;56;3;75;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3765;;3754;;2058;39;40;37;18;73;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3731;-0.90;3731;-0.61;2042;40;41;45;16;49;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3718;-0.35;3697;-0.91;2026;32;39;40;15;61;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3698;-0.54;3685;-0.32;2038;49;31;40;13;49;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3696;-0.05;3696;0.30;2046;41;48;37;16;73;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3667;-0.78;3665;-0.84;2023;40;43;52;15;49;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3654;-0.35;3655;-0.27;2019;34;39;42;14;62;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Rietberg";"1903212";3644;-0.27;3644;-0.30;2013;38;31;40;17;74;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4731;;4717;;2500;50;63;54;7;65;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4647;-1.78;4647;-1.48;2484;56;51;59;7;52;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4650;0.06;4623;-0.52;2470;60;59;51;7;68;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4683;0.71;4666;0.93;2493;49;64;57;7;63;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4591;-1.96;4591;-1.61;2463;53;48;64;7;68;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4541;-1.09;4538;-1.15;2420;41;53;51;7;72;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4447;-2.07;4449;-1.96;2382;50;39;51;9;74;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Verl";"1903218";4385;-1.39;4383;-1.48;2352;46;51;40;8;77;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1874;;1868;;1017;27;27;29;1;22;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1876;0.11;1876;0.43;1017;25;27;29;1;19;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1827;-2.61;1817;-3.14;970;22;25;26;2;20;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1852;1.37;1845;1.54;992;18;22;26;2;19;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1814;-2.05;1814;-1.68;976;19;17;22;2;24;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1833;1.05;1832;0.99;985;14;21;18;2;34;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1812;-1.15;1812;-1.09;985;13;15;20;2;28;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Wadersloh";"1903219";1773;-2.15;1773;-2.15;978;14;13;14;2;35;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";14329;;14284;;7674;173;181;171;11;144;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";14052;-1.93;14052;-1.62;7560;141;179;179;12;139;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";13852;-1.42;13772;-1.99;7409;164;140;180;12;161;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";13624;-1.65;13576;-1.42;7301;159;164;137;12;124;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";13356;-1.97;13354;-1.64;7169;129;164;166;12;189;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";13165;-1.43;13157;-1.48;7088;126;132;168;13;174;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";12947;-1.66;12949;-1.58;6971;130;130;134;15;167;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Rheda-Wiedenbrück";"1903221";12626;-2.48;12628;-2.48;6833;128;136;132;15;177;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";6328;;6309;;3606;34;26;49;23;43;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";6166;-2.56;6166;-2.27;3513;28;36;29;23;39;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";6006;-2.59;5972;-3.15;3399;24;27;37;22;19;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";5855;-2.51;5834;-2.31;3339;22;24;25;20;39;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";5615;-4.10;5615;-3.75;3207;35;26;25;19;44;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";5470;-2.58;5467;-2.64;3132;16;43;26;21;43;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";5296;-3.18;5296;-3.13;3045;20;16;49;26;45;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Brackwede";"1903222";5117;-3.38;5116;-3.40;2931;21;22;20;25;42;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6535;;6515;;3542;64;95;87;38;93;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6477;-0.89;6477;-0.58;3515;66;69;91;41;68;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6426;-0.79;6389;-1.36;3498;63;69;71;44;127;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6306;-1.87;6284;-1.64;3425;59;64;68;34;58;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6279;-0.43;6278;-0.10;3425;55;64;65;60;109;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6201;-1.24;6197;-1.29;3394;57;56;63;67;79;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6107;-1.52;6107;-1.45;3356;53;56;57;70;86;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Schloß Holte-Stukenbrock";"1903223";6077;-0.49;6078;-0.47;3349;70;57;59;77;90;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4718;;4704;;2615;41;48;68;14;32;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4636;-1.74;4636;-1.45;2591;39;42;47;15;31;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4578;-1.25;4552;-1.81;2543;39;43;45;14;21;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4504;-1.62;4488;-1.41;2520;45;41;43;16;56;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4387;-2.60;4387;-2.25;2465;26;47;43;15;39;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4264;-2.80;4262;-2.85;2401;30;25;47;17;52;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4175;-2.09;4176;-2.02;2350;37;30;28;16;54;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Quelle-Brock";"1903224";4025;-3.59;4024;-3.64;2263;34;38;30;16;47;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";7268;;7246;;4022;60;81;73;66;50;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";7153;-1.58;7153;-1.28;3965;58;69;85;61;54;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";7080;-1.02;7039;-1.59;3909;70;63;71;62;42;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";6926;-2.18;6902;-1.95;3829;46;66;64;55;74;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";6751;-2.53;6750;-2.20;3739;52;50;73;55;66;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";6560;-2.83;6556;-2.87;3614;45;51;47;53;73;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";6327;-3.55;6328;-3.48;3487;41;48;51;53;75;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Senne-Emmaus";"1903225";6170;-2.48;6170;-2.50;3422;55;42;50;49;63;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";6686;;6666;;3769;52;43;65;32;50;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";6529;-2.35;6529;-2.06;3680;56;51;47;34;40;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";6378;-2.31;6341;-2.88;3564;36;59;56;32;47;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";6219;-2.49;6197;-2.27;3481;49;36;63;25;56;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";6096;-1.98;6095;-1.65;3436;51;51;44;25;61;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";5911;-3.03;5908;-3.07;3339;36;54;52;29;57;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";5802;-1.84;5804;-1.76;3290;43;45;56;26;53;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Sennestadt";"1903226";5574;-3.93;5575;-3.95;3151;41;47;44;26;44;
2014;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";3071;;3062;;1673;28;26;25;56;16;
2015;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2980;-2.96;2980;-2.68;1638;16;26;26;63;25;
2016;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2918;-2.08;2901;-2.65;1587;17;15;28;63;9;
2017;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2832;-2.95;2822;-2.72;1517;16;19;15;63;30;
2018;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2784;-1.69;2784;-1.35;1504;21;16;21;78;32;
2019;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2719;-2.33;2717;-2.41;1461;12;24;16;89;24;
2020;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2626;-3.42;2626;-3.35;1417;21;14;24;85;23;
2021;"Kirchengemeinden";"Gütersloh";"19032";"KG Ummeln";"1903227";2605;-0.80;2605;-0.80;1400;15;21;15;84;26;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";5328;;5328;;2982;60;60;80;113;53;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";5227;-1.90;5227;-1.90;2926;60;58;59;124;32;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";5159;-1.30;5132;-1.82;2873;42;61;60;128;40;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";5037;-2.36;5032;-1.95;2841;50;43;61;128;45;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";4938;-1.97;4941;-1.81;2783;40;53;46;162;47;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";4833;-2.13;4835;-2.15;2717;43;46;56;167;45;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";4729;-2.15;4731;-2.15;2633;32;44;41;182;49;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Ende";"1903303";4640;-1.88;4645;-1.82;2580;45;39;46;183;42;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3369;;3369;;1868;31;27;20;69;21;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3297;-2.14;3297;-2.14;1837;26;32;27;69;16;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3218;-2.40;3201;-2.91;1796;28;26;35;69;19;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3156;-1.93;3153;-1.50;1768;31;30;27;66;44;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3079;-2.44;3081;-2.28;1731;17;30;32;68;41;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";3003;-2.47;3004;-2.50;1684;19;19;30;78;33;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";2905;-3.26;2906;-3.26;1625;22;17;22;80;26;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Christus";"1903304";2806;-3.41;2806;-3.44;1565;15;21;17;78;37;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2347;;2347;;1323;13;25;15;91;14;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2350;0.13;2350;0.13;1329;14;16;27;104;21;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2286;-2.72;2274;-3.23;1296;18;18;15;110;20;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2286;0.00;2284;0.44;1310;16;21;17;132;10;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2252;-1.49;2253;-1.36;1281;10;16;21;151;23;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2211;-1.82;2212;-1.82;1250;14;10;14;168;23;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2137;-3.35;2137;-3.39;1200;14;14;14;174;22;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Dreifaltigkeit";"1903305";2108;-1.36;2108;-1.36;1192;12;13;17;175;24;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3669;;3669;;2144;28;31;31;141;28;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3602;-1.83;3602;-1.83;2086;36;29;30;146;22;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3591;-0.31;3572;-0.83;2075;37;35;30;136;14;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3517;-2.06;3514;-1.62;2040;40;37;36;158;34;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3411;-3.01;3413;-2.87;1981;30;39;36;151;19;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3315;-2.81;3317;-2.81;1912;22;31;38;153;32;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3262;-1.60;3263;-1.63;1883;21;22;30;164;37;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Emmaus";"1903306";3153;-3.34;3153;-3.37;1823;21;21;21;161;38;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";8254;;8254;;4611;44;54;53;63;76;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";8185;-0.84;8185;-0.84;4547;54;53;53;66;67;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";7991;-2.37;7949;-2.88;4405;47;57;52;60;77;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";7697;-3.68;7690;-3.26;4222;41;49;58;60;77;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";7465;-3.01;7470;-2.86;4081;37;50;51;62;78;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";7239;-3.03;7243;-3.04;3924;33;44;56;61;84;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";7039;-2.76;7045;-2.73;3816;46;35;45;54;86;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Stadt";"1903310";6867;-2.44;6872;-2.46;3684;38;46;33;57;85;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2528;;2528;;1469;22;24;28;201;20;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2520;-0.32;2520;-0.32;1460;33;23;24;228;12;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2495;-0.99;2482;-1.51;1420;21;31;25;235;16;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2489;-0.24;2487;0.20;1429;41;19;30;266;19;
