"Jahr";"Ebene";"kkname";"kkkoe";"kgname";"kgkoe";"ggfest";"dggfest";"gg";"dgg";"ggfr";"gg13";"gg14";"gg15";"ggzug";"gebu";"einwohn"
2014;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";7541;;7533;;4225;68;73;76;103;68;
2015;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";7383;-2.10;7383;-1.99;4115;53;72;71;103;68;
2016;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";7259;-1.68;7242;-1.91;4053;59;50;74;97;60;
2017;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";7177;-1.13;7157;-1.17;4000;61;60;54;99;77;
2018;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";6996;-2.52;6998;-2.22;3933;43;56;62;93;64;
2019;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";6907;-1.27;6930;-0.97;3907;62;44;57;94;74;
2020;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";6483;-6.14;6481;-6.48;3652;40;64;42;101;69;
2021;"Kirchengemeinden";"Unna";"19052";"KG Unna";"1905216";6342;-2.17;6339;-2.19;3567;54;42;71;99;57;
2014;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7727;;7719;;4186;65;81;86;29;63;
2015;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7575;-1.97;7575;-1.87;4103;93;60;83;34;59;
2016;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7474;-1.33;7456;-1.57;4049;58;97;68;32;80;
2017;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7325;-1.99;7305;-2.03;3981;72;57;94;30;78;
2018;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7208;-1.60;7210;-1.30;3935;65;76;55;36;71;
2019;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";7017;-2.65;7041;-2.34;3836;53;69;77;21;92;
2020;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";6937;-1.14;6931;-1.56;3801;59;54;69;33;60;
2021;"Kirchengemeinden";"Unna";"19052";"KG Bergkamen-Martin-Luther";"1905219";6769;-2.42;6770;-2.32;3696;56;61;56;33;65;
2014;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6981;;6973;;3820;54;80;63;43;63;
2015;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6865;-1.66;6865;-1.55;3787;61;61;85;49;59;
2016;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6742;-1.79;6726;-2.02;3712;65;63;60;52;59;
2017;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6593;-2.21;6575;-2.25;3642;53;65;60;50;57;
2018;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6429;-2.49;6431;-2.19;3591;41;56;71;42;68;
2019;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6302;-1.98;6323;-1.68;3522;46;41;59;42;54;
2020;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6168;-2.13;6168;-2.45;3452;48;48;43;48;62;
2021;"Kirchengemeinden";"Unna";"19052";"KG Unna-Königsborn";"1905220";6071;-1.57;6051;-1.90;3416;54;48;48;41;60;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2227;;2227;;1166;35;27;31;1;19;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2194;-1.48;2194;-1.48;1148;31;36;28;1;5;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2168;-1.19;2144;-2.28;1135;23;30;35;0;19;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2129;-1.80;2119;-1.17;1123;21;26;29;0;10;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2124;-0.23;2126;0.33;1125;24;25;26;0;14;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2086;-1.79;2088;-1.79;1107;18;28;25;0;13;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";2041;-2.16;2041;-2.25;1097;20;20;28;0;13;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Eisbergen";"1905305";1989;-2.55;1989;-2.55;1074;19;18;20;0;12;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3439;;3439;;1917;40;46;50;13;16;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3417;-0.64;3417;-0.64;1915;31;44;45;13;22;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3342;-2.19;3304;-3.31;1836;26;35;44;13;36;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3319;-0.69;3304;0.00;1834;23;31;37;12;11;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3213;-3.19;3217;-2.63;1780;38;24;29;17;28;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3120;-2.89;3122;-2.95;1720;26;42;26;15;23;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";3033;-2.79;3034;-2.82;1666;24;26;43;14;33;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Hausberge-Lohfeld";"1905308";2976;-1.88;2976;-1.91;1655;22;28;23;22;31;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";2141;;2141;;1173;22;20;26;4;8;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";2086;-2.57;2086;-2.57;1143;18;22;20;7;14;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";2034;-2.49;2011;-3.60;1105;26;18;22;8;11;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";2017;-0.84;2008;-0.15;1101;16;31;17;6;18;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";1961;-2.78;1963;-2.24;1078;15;17;31;9;17;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";1930;-1.58;1932;-1.58;1060;18;16;18;11;16;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";1925;-0.26;1925;-0.36;1056;13;18;17;11;15;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Uffeln";"1905309";1873;-2.70;1873;-2.70;1029;22;13;18;11;14;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";5113;;5113;;2783;57;65;71;66;38;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";5020;-1.82;5020;-1.82;2718;58;58;70;62;26;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";5015;-0.10;4959;-1.22;2698;34;56;59;66;24;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";4982;-0.66;4959;0.00;2693;63;36;60;62;38;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";4878;-2.09;4884;-1.51;2659;48;58;39;62;33;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";4806;-1.48;4810;-1.52;2621;52;52;61;59;37;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";4676;-2.70;4677;-2.77;2557;40;55;52;60;39;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Holzhausen und Holtrup";"1905310";4587;-1.90;4587;-1.92;2499;36;42;57;57;46;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";2211;;2211;;1225;29;25;33;73;12;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";2187;-1.09;2187;-1.09;1221;14;31;23;82;12;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";2102;-3.89;2078;-4.98;1158;23;15;31;77;19;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";2040;-2.95;2031;-2.26;1139;22;23;13;66;9;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";1980;-2.94;1982;-2.41;1112;21;26;24;82;17;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";1950;-1.52;1952;-1.51;1101;13;23;25;97;19;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";1929;-1.08;1930;-1.13;1096;13;13;25;96;21;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Lohe";"1905311";1911;-0.93;1912;-0.93;1081;18;13;13;92;18;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";3144;;3144;;1810;14;20;23;157;29;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";3116;-0.89;3116;-0.89;1773;22;18;21;180;11;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";3015;-3.24;2981;-4.33;1697;15;22;16;180;23;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";2921;-3.12;2908;-2.45;1641;10;18;23;164;24;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";2884;-1.27;2887;-0.72;1625;11;12;17;178;17;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";2807;-2.67;2809;-2.70;1596;7;9;15;175;20;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";2781;-0.93;2783;-0.93;1594;9;9;9;179;20;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Altstadt";"1905313";2695;-3.09;2697;-3.09;1544;8;10;9;173;16;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3692;;3692;;2131;36;31;34;250;26;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3677;-0.41;3677;-0.41;2110;25;38;32;256;29;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3606;-1.93;3565;-3.05;2038;24;26;39;259;34;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3515;-2.52;3499;-1.85;2019;27;24;27;239;25;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3474;-1.17;3478;-0.60;1979;31;29;25;241;29;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3375;-2.85;3378;-2.88;1915;20;32;29;243;32;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3257;-3.50;3259;-3.52;1853;22;21;32;235;21;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Bad Oeynhausen-Wichern";"1905314";3194;-1.93;3197;-1.90;1821;21;23;20;227;26;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1843;;1843;;1011;26;31;23;94;11;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1830;-0.71;1830;-0.71;1000;17;27;33;103;12;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1798;-1.75;1778;-2.84;967;24;19;27;105;5;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1767;-1.72;1759;-1.07;962;22;23;19;99;6;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1665;-5.77;1667;-5.23;901;21;22;26;96;11;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1629;-2.16;1630;-2.22;872;12;22;22;100;12;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1601;-1.72;1602;-1.72;852;17;12;23;101;7;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Valdorf";"1905316";1548;-3.31;1549;-3.31;815;20;18;12;114;5;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1584;;1584;;826;16;16;16;4;16;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1573;-0.69;1573;-0.69;824;14;17;15;4;8;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1569;-0.25;1551;-1.40;816;12;15;17;4;15;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1518;-3.25;1511;-2.58;797;6;12;15;2;10;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1494;-1.58;1496;-0.99;790;15;8;12;2;11;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1449;-3.01;1450;-3.07;771;17;16;8;2;12;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1419;-2.07;1419;-2.14;756;18;16;16;1;14;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Veltheim";"1905317";1381;-2.68;1381;-2.68;731;18;18;15;1;15;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";3167;;3167;;1720;21;22;34;48;20;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";3082;-2.68;3082;-2.68;1657;20;25;25;49;23;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";2979;-3.34;2945;-4.45;1609;21;19;23;43;23;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";3000;0.70;2986;1.39;1629;19;21;19;32;23;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";2864;-4.53;2867;-3.99;1575;20;19;21;49;27;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";2808;-1.96;2810;-1.99;1533;14;19;18;49;22;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";2726;-2.92;2726;-2.99;1487;22;14;19;48;29;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Stephan";"1905319";2685;-1.50;2685;-1.50;1471;20;20;13;49;25;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";751;;751;;403;9;12;9;48;6;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";741;-1.33;741;-1.33;399;9;9;11;47;5;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";743;0.27;735;-0.81;396;3;9;8;47;4;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";720;-3.10;717;-2.45;387;9;2;9;33;2;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";702;-2.50;703;-1.95;375;8;9;5;46;10;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";687;-2.14;688;-2.13;366;3;8;10;44;11;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";673;-2.04;673;-2.18;358;9;4;9;43;3;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Wehrendorf";"1905321";662;-1.63;662;-1.63;349;3;9;5;45;4;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3711;;3711;;1994;34;44;50;53;28;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3661;-1.35;3661;-1.35;1963;26;33;46;62;33;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3617;-1.20;3576;-2.32;1936;27;29;33;56;21;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3494;-3.40;3478;-2.74;1880;29;29;29;57;21;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3389;-3.01;3393;-2.44;1818;38;29;31;58;35;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3297;-2.71;3300;-2.74;1764;31;38;30;59;32;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3207;-2.73;3207;-2.82;1729;23;34;39;56;25;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Rehme";"1905326";3122;-2.65;3123;-2.62;1682;36;26;33;54;33;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";6210;;6210;;3416;69;71;65;25;48;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";6087;-1.98;6087;-1.98;3381;63;73;72;36;42;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5989;-1.61;5922;-2.71;3279;58;65;71;43;49;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5886;-1.72;5859;-1.06;3243;73;57;62;45;40;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5736;-2.55;5743;-1.98;3184;49;72;59;71;53;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5604;-2.30;5607;-2.37;3110;59;51;73;99;50;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5487;-2.09;5489;-2.10;3050;43;61;51;109;46;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Eidinghausen-Dehme";"1905327";5327;-2.92;5328;-2.93;2956;53;45;63;116;46;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";9085;;9085;;4931;73;84;93;52;63;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";8923;-1.78;8923;-1.78;4824;72;82;86;50;66;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";8836;-0.98;8737;-2.08;4740;70;69;87;47;63;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";8612;-2.54;8574;-1.87;4630;59;71;70;38;61;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";8322;-3.37;8332;-2.82;4479;65;60;73;43;73;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";8178;-1.73;8183;-1.79;4408;50;65;61;44;78;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";7898;-3.42;7901;-3.45;4277;58;52;60;39;71;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Gohfeld";"1905328";7686;-2.68;7686;-2.72;4151;39;59;53;39;90;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2722;;2722;;1464;21;28;36;176;20;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2720;-0.07;2720;-0.07;1477;30;22;30;203;16;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2651;-2.54;2621;-3.64;1411;34;29;22;197;12;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2612;-1.47;2600;-0.80;1399;27;34;30;174;24;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2531;-3.10;2534;-2.54;1369;30;28;34;194;19;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2465;-2.61;2467;-2.64;1336;11;31;30;192;16;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2412;-2.15;2412;-2.23;1293;22;11;31;176;19;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Exter Bonneberg";"1905329";2312;-4.15;2312;-4.15;1244;25;24;11;160;13;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";5238;;5238;;2729;44;57;47;112;29;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";5125;-2.16;5125;-2.16;2646;46;42;60;113;26;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";5007;-2.30;4951;-3.40;2557;45;49;42;114;25;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";4826;-3.61;4804;-2.97;2472;30;48;47;105;26;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";4744;-1.70;4749;-1.14;2453;43;34;49;111;36;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";4588;-3.29;4592;-3.31;2359;36;42;31;111;33;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";4491;-2.11;4491;-2.20;2300;35;32;41;113;34;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Volmerdingsen-Werste";"1905330";4368;-2.74;4369;-2.72;2253;33;36;33;108;40;
2014;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";751;;751;;407;5;7;12;13;4;
2015;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";727;-3.20;727;-3.20;389;6;6;8;13;10;
2016;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";723;-0.55;715;-1.65;387;6;6;8;13;8;
2017;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";809;11.89;805;12.59;434;8;6;6;2;10;
2018;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";666;-17.68;667;-17.14;362;4;8;4;9;8;
2019;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";649;-2.55;650;-2.55;360;1;4;8;10;4;
2020;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";635;-2.16;635;-2.31;350;9;1;4;12;12;
2021;"Kirchengemeinden";"Vlotho";"19053";"KG Vlotho-Johannis";"1905381";642;1.10;642;1.10;368;4;9;2;11;12;
2014;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";918;;918;;457;10;11;10;0;10;
2015;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";910;-0.87;910;-0.87;460;11;10;11;0;4;
2016;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";887;-2.53;883;-2.97;447;18;11;9;0;5;
2017;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";861;-2.93;859;-2.72;435;7;18;10;0;5;
2018;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";841;-2.32;840;-2.21;426;16;7;16;0;6;
2019;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";830;-1.31;830;-1.19;424;7;16;8;0;3;
2020;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";817;-1.57;816;-1.69;416;7;7;16;0;4;
2021;"Kirchengemeinden";"Wittgenstein";"19054";"KG Arfeld";"1905401";796;-2.57;796;-2.45;406;10;7;7;0;8;
2014;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";4255;;4255;;2254;37;36;43;0;46;
2015;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";4169;-2.02;4169;-2.02;2205;26;37;35;0;27;
2016;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";4117;-1.25;4099;-1.68;2176;31;33;41;0;38;
2017;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";4085;-0.78;4073;-0.63;2172;29;35;33;0;32;
2018;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";4080;-0.12;4074;0.02;2178;26;32;38;0;42;
2019;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";3936;-3.53;3938;-3.34;2098;29;29;35;2;37;
2020;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";3913;-0.58;3910;-0.71;2076;25;33;30;2;36;
2021;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Berleburg";"1905402";3841;-1.84;3835;-1.92;2042;26;25;36;2;50;
2014;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";4242;;4242;;2244;35;42;49;1;30;
2015;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";4197;-1.06;4197;-1.06;2225;39;38;43;1;33;
2016;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";4105;-2.19;4086;-2.64;2171;40;40;39;1;34;
2017;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";4013;-2.24;4002;-2.06;2130;32;40;39;1;33;
2018;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";3931;-2.04;3926;-1.90;2092;23;33;38;1;30;
2019;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";3830;-2.57;3831;-2.42;2050;26;26;34;1;32;
2020;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";3779;-1.33;3779;-1.36;2018;30;27;25;1;13;
2021;"Kirchengemeinden";"Wittgenstein";"19054";"KG Bad Laasphe";"1905403";3721;-1.53;3721;-1.53;1986;36;30;29;1;42;
2014;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1246;;1246;;614;12;7;13;2;10;
2015;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1232;-1.12;1232;-1.12;601;15;12;8;2;7;
2016;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1223;-0.73;1217;-1.22;597;14;14;13;2;8;
2017;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1217;-0.49;1214;-0.25;595;15;13;14;2;8;
2018;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1202;-1.23;1200;-1.15;596;5;15;12;2;18;
2019;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1177;-2.08;1177;-1.92;589;12;5;14;1;9;
2020;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1143;-2.89;1143;-2.89;573;5;13;5;1;5;
2021;"Kirchengemeinden";"Wittgenstein";"19054";"KG Birkelbach";"1905405";1133;-0.87;1133;-0.87;571;10;7;14;1;17;
2014;"Kirchengemeinden";"Wittgenstein";"19054";"KG Dorlar-Eslohe";"1905406";1091;;1091;;569;10;13;16;0;11;
2015;"Kirchengemeinden";"Wittgenstein";"19054";"KG Dorlar-Eslohe";"1905406";1071;-1.83;1071;-1.83;566;11;11;13;0;12;
2016;"Kirchengemeinden";"Wittgenstein";"19054";"KG Dorlar-Eslohe";"1905406";1091;1.87;1086;1.40;566;9;12;15;0;21;
