"kgkoe";"ggfest";"dggfest"
"1903614";3.120;-2,62
"1903615";3.028;-1,91
"1903615";2.997;-1,02
"1903615";2.963;-1,13
"1903615";2.914;-1,65
"1903615";2.866;-1,65
"1903615";2.762;-3,63
"1903615";2.726;-1,30
"1903616";5.350;-2,43
"1903616";5.249;-1,89
"1903616";5.124;-2,38
"1903616";5.013;-2,17
"1903616";4.929;-1,68
"1903616";4.803;-2,56
"1903616";4.692;-2,31
"1903617";2.657;-2,28
"1903617";2.624;-1,24
"1903617";2.597;-1,03
"1903617";2.545;-2,00
"1903617";2.498;-1,85
"1903617";2.474;-0,96
"1903617";2.421;-2,14
"1903618";2.860;-1,52
"1903618";2.717;-5,00
"1903618";2.730;0,48
"1903618";2.682;-1,76
"1903618";2.612;-2,61
"1903618";2.530;-3,14
"1903618";2.452;-3,08
"1903623";7.276;-1,48
"1903623";7.239;-0,51
"1903623";7.035;-2,82
"1903623";6.886;-2,12
"1903623";6.703;-2,66
"1903623";6.623;-1,19
"1903623";6.547;-1,15
"1903702";2.481;-1,43
"1903702";2.465;-0,64
"1903702";2.477;0,49
"1903702";2.430;-1,90
"1903702";2.350;-3,29
"1903702";2.325;-1,06
"1903702";2.285;-1,72
"1903704";2.416;-1,39
"1903704";2.358;-2,40
"1903704";2.275;-3,52
"1903704";2.262;-0,57
"1903704";2.213;-2,17
"1903704";2.206;-0,32
"1903704";2.165;-1,86
"1903705";11.288;-1,67
"1903705";11.137;-1,34
"1903705";10.949;-1,69
"1903705";10.759;-1,74
"1903705";10.566;-1,79
"1903705";10.382;-1,74
"1903705";10.177;-1,97
"1903707";2.267;-0,13
"1903707";2.207;-2,65
"1903707";2.158;-2,22
"1903707";2.077;-3,75
"1903707";2.045;-1,54
"1903707";2.031;-0,68
"1903707";1.989;-2,07
"1903708";5.066;-2,82
"1903708";4.920;-2,88
"1903708";4.769;-3,07
"1903708";4.750;-0,40
"1903708";4.663;-1,83
"1903708";4.490;-3,71
"1903708";4.367;-2,74
"1903711";2.553;-2,45
"1903711";2.507;-1,80
"1903711";2.460;-1,87
"1903711";2.348;-4,55
"1903711";2.243;-4,47
"1903711";2.174;-3,08
"1903711";2.080;-4,32
"1903712";4.078;-1,64
"1903712";4.021;-1,40
"1903712";3.885;-3,38
"1903712";3.746;-3,58
"1903712";3.660;-2,30
"1903712";3.585;-2,05
"1903712";3.447;-3,85
"1903714";9.755;-2,06
"1903714";9.607;-1,52
"1903714";9.379;-2,37
"1903714";9.113;-2,84
"1903714";8.794;-3,50
"1903714";8.507;-3,26
"1903714";8.213;-3,46
"1903716";2.548;-3,19
"1903716";2.482;-2,59
"1903716";2.434;-1,93
"1903716";2.390;-1,81
"1903716";2.356;-1,42
"1903716";2.317;-1,66
"1903716";2.242;-3,24
"1903720";2.612;-3,69
"1903720";2.550;-2,37
"1903720";2.462;-3,45
"1903720";2.452;-0,41
"1903720";2.377;-3,06
"1903720";2.352;-1,05
"1903720";2.313;-1,66
"1903721";3.172;-0,47
"1903721";3.183;0,35
"1903721";3.029;-4,84
"1903721";3.065;1,19
"1903721";2.948;-3,82
"1903721";2.889;-2,00
"1903721";2.812;-2,67
"1903722";1.634;-2,27
"1903722";1.612;-1,35
"1903722";1.572;-2,48
"1903722";1.537;-2,23
"1903722";1.499;-2,47
"1903722";1.460;-2,60
"1903722";1.413;-3,22
"1903723";3.951;-1,59
"1903723";3.871;-2,02
"1903723";3.794;-1,99
"1903723";3.777;-0,45
"1903723";3.722;-1,46
"1903723";3.664;-1,56
"1903723";3.608;-1,53
"1903724";3.420;-2,01
"1903724";3.346;-2,16
"1903724";3.200;-4,36
"1903724";3.227;0,84
"1903724";3.204;-0,71
"1903724";3.156;-1,50
"1903724";3.086;-2,22
"1903725";3.804;-1,78
"1903725";3.695;-2,87
"1903725";3.604;-2,46
"1903725";3.572;-0,89
"1903725";3.466;-2,97
"1903725";3.409;-1,64
"1903725";3.279;-3,81
"1903727";2.789;-1,52
"1903727";2.742;-1,69
"1903727";2.681;-2,22
"1903727";2.673;-0,30
"1903727";2.629;-1,65
"1903727";2.615;-0,53
"1903727";2.576;-1,49
"1903728";3.320;-1,25
"1903728";3.263;-1,72
"1903728";3.139;-3,80
"1903728";3.133;-0,19
"1903728";3.053;-2,55
"1903728";3.008;-1,47
"1903728";2.953;-1,83
"1903730";2.975;-1,26
"1903730";2.916;-1,98
"1903730";2.864;-1,78
"1903730";2.846;-0,63
"1903730";2.842;-0,14
"1903730";2.768;-2,60
"1903730";2.701;-2,42
"1903732";2.341;-2,38
"1903732";2.290;-2,18
"1903732";2.247;-1,88
"1903732";2.267;0,89
"1903732";2.246;-0,93
"1903732";2.228;-0,80
"1903732";2.176;-2,33
"1903735";2.999;-0,53
"1903735";2.986;-0,43
"1903735";2.922;-2,14
"1903735";2.892;-1,03
"1903735";2.829;-2,18
"1903735";2.788;-1,45
"1903735";2.737;-1,83
"1903737";10.195;-0,73
"1903737";10.025;-1,67
"1903737";9.683;-3,41
"1903737";9.680;-0,03
"1903737";9.387;-3,03
"1903737";9.188;-2,12
"1903737";9.012;-1,92
"1903738";8.945;-1,76
"1903738";8.837;-1,21
"1903738";8.566;-3,07
"1903738";8.377;-2,21
"1903738";8.145;-2,77
"1903738";7.943;-2,48
"1903738";7.738;-2,58
"1903740";8.398;-0,79
"1903740";8.332;-0,79
"1903740";8.091;-2,89
"1903740";7.953;-1,71
"1903740";7.750;-2,55
"1903740";7.534;-2,79
"1903740";7.377;-2,08
"1903741";11.290;-2,14
"1903741";11.052;-2,11
"1903741";10.805;-2,23
"1903741";10.549;-2,37
"1903741";10.391;-1,50
"1903741";10.081;-2,98
"1903741";9.906;-1,74
"1903781";1.645;-0,06
"1903781";1.671;1,58
"1903781";1.960;17,30
"1903781";1.725;-11,99
"1903781";1.770;2,61
"1903781";1.750;-1,13
"1903781";1.745;-0,29
"1903801";3.441;-1,83
"1903801";3.398;-1,25
"1903801";3.291;-3,15
"1903801";3.229;-1,88
"1903801";3.112;-3,62
"1903801";3.010;-3,28
"1903801";2.989;-0,70
"1903803";2.737;2,82
"1903803";2.728;-0,33
"1903803";2.681;-1,72
"1903803";2.677;-0,15
"1903803";2.607;-2,61
"1903803";2.583;-0,92
"1903803";2.512;-2,75
"1903810";5.230;-0,34
"1903810";5.014;-4,13
"1903810";4.819;-3,89
"1903810";4.745;-1,54
"1903810";4.622;-2,59
"1903810";4.460;-3,50
"1903810";4.342;-2,65
"1903816";2.877;-2,80
"1903816";2.784;-3,23
"1903816";2.741;-1,54
"1903816";2.657;-3,06
"1903816";2.606;-1,92
"1903816";2.541;-2,49
"1903816";2.421;-4,72
"1903817";3.589;-2,68
"1903817";3.552;-1,03
"1903817";3.387;-4,65
"1903817";3.387;0,00
"1903817";3.337;-1,48
"1903817";3.305;-0,96
"1903817";3.239;-2,00
"1903825";3.309;-0,57
"1903825";3.239;-2,12
"1903825";3.156;-2,56
"1903825";3.123;-1,05
"1903825";2.770;-11,30
"1903825";2.695;-2,71
"1903825";2.658;-1,37
"1903827";8.097;-1,80
"1903827";7.900;-2,43
"1903827";7.987;1,10
"1903827";7.689;-3,73
"1903827";7.728;0,51
"1903827";7.614;-1,48
"1903827";7.478;-1,79
"1903828";5.892;-3,77
"1903828";5.891;-0,02
"1903828";5.664;-3,85
"1903828";5.501;-2,88
"1903828";5.298;-3,69
"1903828";5.152;-2,76
"1903828";5.039;-2,19
"1903830";22.530;-1,98
"1903830";22.131;-1,77
"1903830";21.357;-3,50
"1903830";20.870;-2,28
"1903830";20.241;-3,01
"1903830";19.686;-2,74
"1903830";19.025;-3,36
"1903831";9.794;-1,55
"1903831";9.550;-2,49
"1903831";9.440;-1,15
"1903831";9.350;-0,95
"1903831";9.139;-2,26
"1903831";9.002;-1,50
"1903831";8.806;-2,18
"1903901";4.102;-3,05
"1903901";4.018;-2,05
"1903901";3.848;-4,23
"1903901";3.754;-2,44
"1903901";3.640;-3,04
"1903901";3.521;-3,27
"1903901";3.419;-2,90
"1903903";2.213;-1,51
"1903903";2.167;-2,08
"1903903";2.140;-1,25
"1903903";2.104;-1,68
"1903903";2.073;-1,47
"1903903";2.066;-0,34
"1903903";2.046;-0,97
"1903904";839;0,48
"1903904";814;-2,98
"1903904";799;-1,84
"1903904";796;-0,38
"1903904";780;-2,01
"1903904";779;-0,13
"1903904";768;-1,41
"1903905";1.175;-0,84
"1903905";1.152;-1,96
"1903905";1.101;-4,43
"1903905";1.091;-0,91
"1903905";1.070;-1,92
"1903905";1.050;-1,87
"1903905";1.009;-3,90
"1903906";2.504;-3,13
"1903906";2.492;-0,48
"1903906";2.440;-2,09
"1903906";2.382;-2,38
"1903906";2.342;-1,68
"1903906";2.330;-0,51
"1903906";2.269;-2,62
"1903907";6.999;-0,98
"1903907";6.810;-2,70
"1903907";6.691;-1,75
"1903907";6.470;-3,30
"1903907";6.257;-3,29
"1903907";6.083;-2,78
"1903907";5.946;-2,25
"1903908";2.815;-0,49
"1903908";2.784;-1,10
"1903908";2.704;-2,87
"1903908";2.747;1,59
"1903908";2.718;-1,06
"1903908";2.655;-2,32
"1903908";2.644;-0,41
"1903909";1.464;-1,01
"1903909";1.449;-1,02
"1903909";1.417;-2,21
"1903909";1.396;-1,48
"1903909";1.348;-3,44
"1903909";1.320;-2,08
"1903909";1.277;-3,26
"1903910";9.253;-1,42
"1903910";9.039;-2,31
"1903910";8.892;-1,63
"1903910";8.680;-2,38
"1903910";8.489;-2,20
"1903910";8.256;-2,74
"1903910";8.054;-2,45
"1903911";4.250;-1,44
"1903911";4.195;-1,29
"1903911";4.135;-1,43
"1903911";4.027;-2,61
"1903911";3.934;-2,31
"1903911";3.839;-2,41
"1903911";3.768;-1,85
"1903913";1.595;-2,09
"1903913";1.559;-2,26
"1903913";1.512;-3,01
"1903913";1.481;-2,05
"1903913";1.462;-1,28
"1903913";1.456;-0,41
"1903913";1.424;-2,20
"1903914";2.584;-0,54
"1903914";2.515;-2,67
"1903914";2.455;-2,39
"1903914";2.393;-2,53
"1903914";2.340;-2,21
"1903914";2.250;-3,85
"1903914";2.185;-2,89
"1903915";3.531;-1,70
"1903915";3.498;-0,93
"1903915";3.412;-2,46
"1903915";3.310;-2,99
"1903915";3.191;-3,60
"1903915";3.086;-3,29
"1903915";3.007;-2,56
"1903916";2.911;-2,05
"1903916";2.840;-2,44
"1903916";2.846;0,21
"1903916";2.800;-1,62
"1903916";2.731;-2,46
"1903916";2.681;-1,83
"1903916";2.622;-2,20
"1903917";4.100;-1,87
"1903917";4.023;-1,88
"1903917";3.902;-3,01
"1903917";3.827;-1,92
"1903917";3.778;-1,28
"1903917";3.719;-1,56
"1903917";3.682;-0,99
"1903918";7.169;-2,06
"1903918";7.000;-2,36
"1903918";6.820;-2,57
"1903918";6.605;-3,15
"1903918";6.430;-2,65
"1903918";6.208;-3,45
"1903918";6.038;-2,74
"1903919";2.846;-2,27
"1903919";2.830;-0,56
"1903919";2.790;-1,41
"1903919";2.806;0,57
"1903919";2.748;-2,07
"1903919";2.693;-2,00
"1903919";2.652;-1,52
"1903920";3.693;-1,26
"1903920";3.664;-0,79
"1903920";3.654;-0,27
"1903920";3.619;-0,96
"1903920";3.564;-1,52
"1903920";3.502;-1,74
"1903920";3.416;-2,46
"1903921";8.871;-0,75
"1903921";8.693;-2,01
"1903921";8.555;-1,59
"1903921";8.458;-1,13
"1903921";8.322;-1,61
"1903921";8.184;-1,66
"1903921";8.009;-2,14
"1903922";1.829;-1,88
"1903922";1.781;-2,62
"1903922";1.709;-4,04
"1903922";1.652;-3,34
"1903922";1.615;-2,24
"1903922";1.567;-2,97
"1903922";1.506;-3,89
"1903923";3.161;-0,94
"1903923";3.080;-2,56
"1903923";3.050;-0,97
"1903923";3.016;-1,11
"1903923";2.970;-1,53
"1903923";2.947;-0,77
"1903923";2.849;-3,33
"1903924";13.821;-2,46
"1903924";13.579;-1,75
"1903924";13.351;-1,68
"1903924";13.057;-2,20
"1903924";12.714;-2,63
"1903924";12.402;-2,45
"1903924";12.023;-3,06
"1903925";2.823;-2,05
"1903925";2.760;-2,23
"1903925";2.697;-2,28
"1903925";2.634;-2,34
"1903925";2.557;-2,92
"1903925";2.505;-2,03
"1903925";2.450;-2,20
"1903926";1.115;-0,45
"1903926";1.118;0,27
"1903926";1.103;-1,34
"1903926";1.122;1,72
"1903926";1.113;-0,80
"1903926";1.095;-1,62
"1903926";1.072;-2,10
"1903981";986;-2,09
"1903981";953;-3,35
"1903981";1.005;5,46
"1903981";913;-9,15
"1903981";902;-1,20
"1903981";875;-2,99
"1903981";863;-1,37
"1904001";3.563;-1,90
"1904001";3.498;-1,82
"1904001";3.415;-2,37
"1904001";3.330;-2,49
"1904001";3.250;-2,40
"1904001";3.168;-2,52
"1904001";3.090;-2,46
"1904002";2.287;-2,14
"1904002";2.253;-1,49
"1904002";2.223;-1,33
"1904002";2.179;-1,98
"1904002";2.157;-1,01
"1904002";2.126;-1,44
"1904002";2.078;-2,26
"1904003";1.569;-2,18
"1904003";1.552;-1,08
"1904003";1.436;-7,47
"1904003";1.447;0,77
"1904003";1.400;-3,25
"1904003";1.371;-2,07
"1904003";1.353;-1,31
"1904004";3.403;-1,33
"1904004";3.349;-1,59
"1904004";3.316;-0,99
"1904004";3.249;-2,02
"1904004";3.167;-2,52
"1904004";3.146;-0,66
"1904004";3.054;-2,92
"1904005";4.363;-2,39
"1904005";4.241;-2,80
"1904005";4.134;-2,52
"1904005";3.990;-3,48
"1904005";3.929;-1,53
"1904005";3.778;-3,84
"1904005";3.637;-3,73
"1904006";2.580;-1,45
"1904006";2.543;-1,43
"1904006";2.481;-2,44
"1904006";2.456;-1,01
"1904006";2.390;-2,69
"1904006";2.358;-1,34
"1904006";2.305;-2,25
"1904007";2.097;1,01
"1904007";2.073;-1,14
"1904007";2.012;-2,94
"1904007";1.991;-1,04
"1904007";1.970;-1,05
"1904007";1.955;-0,76
"1904007";1.927;-1,43
"1904009";3.328;-1,68
"1904009";3.285;-1,29
"1904009";3.231;-1,64
"1904009";3.150;-2,51
"1904009";3.081;-2,19
"1904009";3.049;-1,04
"1904009";3.012;-1,21
"1904010";2.929;-2,59
"1904010";2.891;-1,30
"1904010";2.852;-1,35
"1904010";2.815;-1,30
"1904010";2.754;-2,17
"1904010";2.708;-1,67
"1904010";2.667;-1,51
"1904011";7.573;-1,90
"1904011";7.437;-1,80
"1904011";7.329;-1,45
"1904011";7.153;-2,40
"1904011";6.984;-2,36
"1904011";6.757;-3,25
"1904011";6.581;-2,60
"1904012";1.741;-2,52
"1904012";1.690;-2,93
"1904012";1.657;-1,95
"1904012";1.638;-1,15
"1904012";1.615;-1,40
"1904012";1.578;-2,29
"1904012";1.545;-2,09
"1904014";1.523;-0,65
"1904014";1.500;-1,51
"1904014";1.466;-2,27
"1904014";1.450;-1,09
"1904014";1.421;-2,00
"1904014";1.387;-2,39
"1904014";1.370;-1,23
"1904015";3.905;-1,84
"1904015";3.823;-2,10
"1904015";3.730;-2,43
"1904015";3.623;-2,87
"1904015";3.477;-4,03
"1904015";3.382;-2,73
"1904015";3.329;-1,57
"1904016";1.642;-1,20
"1904016";1.646;0,24
"1904016";1.623;-1,40
"1904016";1.594;-1,79
"1904016";1.570;-1,51
"1904016";1.543;-1,72
"1904016";1.495;-3,11
"1904017";9.690;-1,92
"1904017";9.533;-1,62
"1904017";9.383;-1,57
"1904017";9.205;-1,90
"1904017";9.001;-2,22
"1904017";8.892;-1,21
"1904017";8.787;-1,18
"1904018";4.319;-0,35
"1904018";4.250;-1,60
"1904018";4.168;-1,93
"1904018";4.091;-1,85
"1904018";4.017;-1,81
"1904018";3.954;-1,57
"1904018";3.891;-1,59
"1904019";2.211;-2,38
"1904019";2.191;-0,90
"1904019";2.153;-1,73
"1904019";2.103;-2,32
"1904019";2.096;-0,33
"1904019";2.059;-1,77
"1904019";2.010;-2,38
"1904020";4.442;-1,83
"1904020";4.336;-2,39
"1904020";4.276;-1,38
"1904020";4.255;-0,49
"1904020";4.166;-2,09
"1904020";4.105;-1,46
"1904020";4.044;-1,49
"1904101";2.950;-1,90
"1904101";2.825;-4,24
"1904101";2.747;-2,76
"1904101";2.664;-3,02
"1904101";2.641;-0,86
"1904101";2.580;-2,31
"1904101";2.526;-2,09
"1904102";1.600;-2,74
"1904102";1.540;-3,75
"1904102";1.508;-2,08
"1904102";1.481;-1,79
"1904102";1.455;-1,76
"1904102";1.438;-1,17
"1904102";1.371;-4,66
"1904104";6.080;-3,00
"1904104";5.958;-2,01
"1904104";5.882;-1,28
"1904104";5.738;-2,45
"1904104";5.626;-1,95
"1904104";5.509;-2,08
"1904104";5.409;-1,82
"1904106";3.314;-1,81
"1904106";3.210;-3,14
"1904106";3.198;-0,37
"1904106";3.119;-2,47
"1904106";3.058;-1,96
"1904106";3.011;-1,54
"1904106";2.967;-1,46
"1904107";2.071;-1,38
"1904107";2.051;-0,97
"1904107";2.011;-1,95
"1904107";1.994;-0,85
"1904107";1.973;-1,05
"1904107";1.937;-1,82
"1904107";1.900;-1,91
"1904108";5.375;-3,28
"1904108";5.231;-2,68
"1904108";5.225;-0,11
"1904108";5.073;-2,91
"1904108";5.009;-1,26
"1904108";4.895;-2,28
"1904108";4.780;-2,35
"1904110";5.626;-1,69
"1904110";5.440;-3,31
"1904110";5.399;-0,75
"1904110";5.153;-4,56
"1904110";4.968;-3,59
"1904110";4.841;-2,56
"1904110";4.683;-3,26
"1904111";4.524;-3,95
"1904111";4.353;-3,78
"1904111";4.303;-1,15
"1904111";4.157;-3,39
"1904111";4.029;-3,08
"1904111";3.907;-3,03
"1904111";3.760;-3,76
"1904113";1.784;-1,71
"1904113";1.727;-3,20
"1904113";1.706;-1,22
"1904113";1.664;-2,46
"1904113";1.634;-1,80
"1904113";1.587;-2,88
"1904113";1.577;-0,63
"1904114";5.437;-2,14
"1904114";5.273;-3,02
"1904114";5.188;-1,61
"1904114";5.044;-2,78
"1904114";4.925;-2,36
"1904114";4.826;-2,01
"1904114";4.671;-3,21
"1904115";1.064;-1,12
"1904115";1.047;-1,60
"1904115";1.020;-2,58
"1904115";1.016;-0,39
"1904115";1.011;-0,49
"1904115";964;-4,65
"1904115";924;-4,15
"1904116";3.095;-1,09
"1904116";3.091;-0,13
"1904116";3.059;-1,04
"1904116";3.020;-1,27
"1904116";3.024;0,13
"1904116";2.896;-4,23
"1904116";2.797;-3,42
"1904117";1.063;-1,21
"1904117";1.063;0,00
"1904117";1.047;-1,51
"1904117";1.012;-3,34
"1904117";996;-1,58
"1904117";969;-2,71
"1904117";962;-0,72
"1904118";891;-1,44
"1904118";856;-3,93
"1904118";839;-1,99
"1904118";853;1,67
"1904118";843;-1,17
"1904118";812;-3,68
"1904118";790;-2,71
"1904120";3.041;-2,38
"1904120";3.060;0,62
"1904120";2.947;-3,69
"1904120";2.873;-2,51
"1904120";2.785;-3,06
"1904120";2.757;-1,01
"1904120";2.685;-2,61
"1904121";2.222;-1,94
"1904121";2.188;-1,53
"1904121";2.139;-2,24
"1904121";2.088;-2,38
"1904121";2.057;-1,48
"1904121";2.022;-1,70
"1904121";1.987;-1,73
"1904124";2.825;-3,75
"1904124";2.742;-2,94
"1904124";2.678;-2,33
"1904124";2.590;-3,29
"1904124";2.524;-2,55
"1904124";2.469;-2,18
"1904124";2.388;-3,28
"1904127";3.987;-1,63
"1904127";3.953;-0,85
"1904127";3.908;-1,14
"1904127";3.830;-2,00
"1904127";3.734;-2,51
"1904127";3.683;-1,37
"1904127";3.596;-2,36
"1904128";977;1,03
"1904128";969;-0,82
"1904128";933;-3,72
"1904128";944;1,18
"1904128";933;-1,17
"1904128";914;-2,04
"1904128";884;-3,28
"1904129";5.939;-1,93
"1904129";5.804;-2,27
"1904129";5.759;-0,78
"1904129";5.627;-2,29
"1904129";5.496;-2,33
"1904129";5.350;-2,66
"1904129";5.163;-3,50
"1904130";5.949;-3,52
"1904130";5.771;-2,99
"1904130";5.697;-1,28
"1904130";5.441;-4,49
"1904130";5.248;-3,55
"1904130";5.126;-2,32
"1904130";4.985;-2,75
"1904160";5.922;-2,73
"1904160";5.793;-2,18
"1904160";5.784;-0,16
"1904160";5.454;-5,71
"1904160";5.177;-5,08
"1904160";5.038;-2,68
"1904160";4.850;-3,73
"1904161";9.259;-0,86
"1904161";9.155;-1,12
"1904161";9.033;-1,33
"1904161";9.010;-0,25
"1904161";8.856;-1,71
"1904161";8.676;-2,03
"1904161";8.545;-1,51
"1904201";2.301;-1,88
"1904201";2.250;-2,22
"1904201";2.229;-0,93
"1904201";2.231;0,09
"1904201";2.181;-2,24
"1904201";2.148;-1,51
"1904201";2.105;-2,00
"1904202";2.577;-1,45
"1904202";2.536;-1,59
"1904202";2.438;-3,86
"1904202";2.366;-2,95
"1904202";2.323;-1,82
"1904202";2.303;-0,86
"1904202";2.266;-1,61
"1904203";327;-4,66
"1904203";452;38,23
"1904203";389;-13,94
"1904203";391;0,51
"1904203";363;-7,16
"1904203";358;-1,38
"1904203";322;-10,06
"1904204";2.336;-1,64
"1904204";2.314;-0,94
"1904204";2.257;-2,46
"1904204";2.221;-1,60
"1904204";2.149;-3,24
"1904204";2.105;-2,05
"1904204";2.046;-2,80
"1904205";2.143;-0,70
"1904205";2.108;-1,63
"1904205";2.084;-1,14
"1904205";2.039;-2,16
"1904205";1.939;-4,90
"1904205";1.894;-2,32
"1904205";1.844;-2,64
"1904207";790;-1,99
"1904207";775;-1,90
"1904207";737;-4,90
"1904207";721;-2,17
"1904207";689;-4,44
"1904207";685;-0,58
"1904207";683;-0,29
"1904208";4.388;-2,03
"1904208";4.305;-1,89
"1904208";4.249;-1,30
"1904208";4.251;0,05
"1904208";4.172;-1,86
"1904208";4.079;-2,23
"1904208";4.017;-1,52
"1904210";1.892;-2,72
"1904210";1.842;-2,64
"1904210";1.816;-1,41
"1904210";1.779;-2,04
"1904210";1.705;-4,16
"1904210";1.662;-2,52
"1904210";1.619;-2,59
"1904211";4.029;-1,44
"1904211";3.995;-0,84
"1904211";3.928;-1,68
"1904211";3.881;-1,20
"1904211";3.806;-1,93
"1904211";3.731;-1,97
"1904211";3.657;-1,98
"1904212";5.841;-1,25
"1904212";5.687;-2,64
"1904212";5.506;-3,18
"1904212";5.404;-1,85
"1904212";5.246;-2,92
"1904212";5.067;-3,41
"1904212";4.883;-3,63
"1904213";14.493;-2,21
"1904213";14.272;-1,52
"1904213";13.957;-2,21
"1904213";13.683;-1,96
"1904213";13.335;-2,54
"1904213";12.906;-3,22
"1904213";12.635;-2,10
"1904214";7.324;-2,46
"1904214";7.087;-3,24
"1904214";6.950;-1,93
"1904214";6.831;-1,71
"1904214";6.419;-6,03
"1904214";6.409;-0,16
"1904214";6.242;-2,61
"1904216";2.240;-3,11
"1904216";2.181;-2,63
"1904216";2.148;-1,51
"1904216";2.106;-1,96
"1904216";2.024;-3,89
"1904216";1.959;-3,21
"1904216";1.910;-2,50
"1904217";4.886;-1,47
"1904217";4.756;-2,66
"1904217";4.658;-2,06
"1904217";4.590;-1,46
"1904217";4.479;-2,42
"1904217";4.367;-2,50
"1904217";4.288;-1,81
"1904218";1.424;1,06
"1904218";1.431;0,49
"1904218";1.377;-3,77
"1904218";1.387;0,73
"1904218";1.364;-1,66
"1904218";1.339;-1,83
"1904218";1.311;-2,09
"1904219";4.020;-1,11
"1904219";3.976;-1,09
"1904219";3.902;-1,86
"1904219";3.861;-1,05
"1904219";3.770;-2,36
"1904219";3.717;-1,41
"1904219";3.611;-2,85
"1904220";1.038;-2,81
"1904220";1.016;-2,12
"1904220";974;-4,13
"1904220";959;-1,54
"1904220";915;-4,59
"1904220";923;0,87
"1904220";889;-3,68
"1904221";3.312;-0,96
"1904221";3.220;-2,78
"1904221";3.141;-2,45
"1904221";3.143;0,06
"1904221";3.102;-1,30
"1904221";3.073;-0,93
"1904221";2.993;-2,60
"1904222";4.294;-1,29
"1904222";4.247;-1,09
"1904222";4.169;-1,84
"1904222";4.040;-3,09
"1904222";3.913;-3,14
"1904222";3.798;-2,94
"1904222";3.755;-1,13
"1904223";1.769;-2,10
"1904223";1.722;-2,66
"1904223";1.668;-3,14
"1904223";1.651;-1,02
"1904223";1.603;-2,91
"1904223";1.555;-2,99
"1904223";1.530;-1,61
"1904224";5.244;-2,00
"1904224";5.158;-1,64
"1904224";5.037;-2,35
"1904224";4.971;-1,31
"1904224";4.883;-1,77
"1904224";4.810;-1,49
"1904224";4.696;-2,37
"1904281";1.240;-4,69
"1904281";1.238;-0,16
"1904281";1.526;23,26
"1904281";1.250;-18,09
"1904281";1.239;-0,88
"1904281";1.230;-0,73
"1904281";1.215;-1,22
"1904304";6.790;-0,67
"1904304";6.860;1,03
"1904304";6.863;0,04
"1904304";6.776;-1,27
"1904304";6.693;-1,22
"1904304";6.627;-0,99
"1904304";6.492;-2,04
"1904305";6.317;-0,66
"1904305";6.286;-0,49
"1904305";6.277;-0,14
"1904305";6.258;-0,30
"1904305";6.137;-1,93
"1904305";6.057;-1,30
"1904305";5.905;-2,51
"1904306";6.381;-0,42
"1904306";6.359;-0,34
"1904306";6.381;0,35
"1904306";6.314;-1,05
"1904306";6.339;0,40
"1904306";6.242;-1,53
"1904306";6.105;-2,19
"1904307";2.654;-0,79
"1904307";2.634;-0,75
"1904307";2.565;-2,62
"1904307";2.547;-0,70
"1904307";2.466;-3,18
"1904307";2.418;-1,95
"1904307";2.318;-4,14
"1904308";6.388;0,13
"1904308";6.385;-0,05
"1904308";6.463;1,22
"1904308";6.442;-0,32
"1904308";6.321;-1,88
"1904308";6.171;-2,37
"1904308";6.084;-1,41
"1904309";2.043;-0,54
"1904309";2.045;0,10
"1904309";1.989;-2,74
"1904309";1.965;-1,21
"1904309";1.969;0,20
"1904309";1.976;0,36
"1904309";1.955;-1,06
"1904310";9.242;0,41
"1904310";9.233;-0,10
"1904310";9.380;1,59
"1904310";9.305;-0,80
"1904310";9.184;-1,30
"1904310";9.024;-1,74
"1904310";8.798;-2,50
"1904311";4.552;0,24
"1904311";4.517;-0,77
"1904311";4.543;0,58
"1904311";4.518;-0,55
"1904311";4.487;-0,69
"1904311";4.432;-1,23
"1904311";4.337;-2,14
"1904313";3.796;0,21
"1904313";3.798;0,05
"1904313";3.802;0,11
"1904313";3.745;-1,50
"1904313";3.699;-1,23
"1904313";3.623;-2,05
"1904313";3.572;-1,41
"1904314";4.051;-0,88
"1904314";3.968;-2,05
"1904314";3.930;-0,96
"1904314";3.892;-0,97
"1904314";3.856;-0,92
"1904314";3.794;-1,61
"1904314";3.730;-1,69
"1904315";2.735;-0,47
"1904315";2.770;1,28
"1904315";2.630;-5,05
"1904315";2.714;3,19
"1904315";2.702;-0,44
"1904315";2.665;-1,37
"1904315";2.661;-0,15
"1904316";3.383;-0,06
"1904316";3.338;-1,33
"1904316";3.329;-0,27
"1904316";3.277;-1,56
"1904316";3.214;-1,92
"1904316";3.143;-2,21
"1904316";3.068;-2,39
"1904317";3.423;-0,98
"1904317";3.395;-0,82
"1904317";3.322;-2,15
"1904317";3.230;-2,77
"1904317";3.197;-1,02
"1904317";3.150;-1,47
"1904317";3.068;-2,60
"1904318";5.122;-0,27
"1904318";5.113;-0,18
"1904318";4.995;-2,31
"1904318";5.076;1,62
"1904318";5.029;-0,93
"1904318";4.972;-1,13
"1904318";4.940;-0,64
"1904320";2.703;1,39
"1904320";2.674;-1,07
"1904320";2.678;0,15
"1904320";2.643;-1,31
"1904320";2.680;1,40
"1904320";2.643;-1,38
"1904320";2.629;-0,53
"1904321";3.427;-1,41
"1904321";3.336;-2,66
"1904321";3.319;-0,51
"1904321";3.293;-0,78
"1904321";3.175;-3,58
"1904321";3.078;-3,06
"1904321";2.971;-3,48
"1904322";2.384;-1,37
